Transaction ID,Date,Customer ID,Store ID,Product ID,Quantity,Promotion Applied,Gift Wrap,Shipping Method,Payment Type,Delivery Time,Weather during transaction,Event,Return Flag,Customer Satisfaction,Unit Price,Total Price,Discount Amount
107,31/12/2020,358,28,365,2,TRUE,FALSE,Standard,Online Payment,1,Rainy,Black Friday,FALSE,1,26.57,53.15,5.31
609,31/12/2020,12,90,477,1,TRUE,TRUE,Express,Cash,3,Snowy,None,FALSE,2,90.39,90.39,0
722,31/12/2020,43,45,44,5,TRUE,FALSE,Standard,Online Payment,5,Sunny,Christmas Market,FALSE,3,76.48,382.38,0
969,31/12/2020,297,4,163,4,FALSE,TRUE,Express,Debit Card,2,Rainy,Black Friday,TRUE,4,91.92,367.66,36.77
1741,31/12/2020,26,25,252,2,FALSE,TRUE,Overnight,Online Payment,4,Snowy,Black Friday,FALSE,4,27.5,55,5.5
2007,31/12/2020,255,30,569,4,FALSE,TRUE,Overnight,Debit Card,2,Rainy,Black Friday,TRUE,4,37.29,149.17,14.92
2308,31/12/2020,115,37,397,5,FALSE,FALSE,Overnight,Online Payment,5,Rainy,Black Friday,TRUE,3,19.91,99.57,9.96
2491,31/12/2020,139,74,536,3,FALSE,FALSE,Overnight,Cash,4,Rainy,None,TRUE,3,54.47,163.4,0
2617,31/12/2020,126,72,518,4,TRUE,TRUE,Express,Debit Card,1,Rainy,Black Friday,FALSE,1,14.64,58.54,5.85
2722,31/12/2020,276,16,727,2,TRUE,TRUE,Standard,Online Payment,5,Sunny,None,FALSE,1,29.2,58.4,0
3012,31/12/2020,484,1,519,1,FALSE,TRUE,Overnight,Cash,4,Rainy,Black Friday,TRUE,2,97.82,97.82,9.78
3155,31/12/2020,262,34,210,1,TRUE,FALSE,Standard,Credit Card,1,Snowy,Christmas Market,FALSE,4,75.03,75.03,0
3532,31/12/2020,6,1,255,2,FALSE,TRUE,Standard,Credit Card,3,Sunny,Christmas Market,FALSE,2,28.99,57.98,0
3639,31/12/2020,414,79,806,3,FALSE,FALSE,Standard,Cash,5,Sunny,Christmas Market,TRUE,3,50.18,150.53,0
3657,31/12/2020,178,12,728,1,FALSE,TRUE,Standard,Cash,2,Rainy,Black Friday,TRUE,5,96.04,96.04,9.6
3684,31/12/2020,349,45,110,3,TRUE,FALSE,Express,Debit Card,3,Rainy,None,TRUE,3,33.62,100.86,0
3764,31/12/2020,164,24,53,5,TRUE,TRUE,Standard,Debit Card,3,Rainy,Black Friday,TRUE,1,94.78,473.9,47.39
3789,31/12/2020,50,80,181,5,FALSE,TRUE,Express,Debit Card,2,Sunny,Black Friday,TRUE,3,66.02,330.11,33.01
4278,31/12/2020,104,78,146,4,TRUE,TRUE,Standard,Online Payment,5,Snowy,Black Friday,FALSE,1,79.43,317.72,31.77
4531,31/12/2020,255,27,679,5,FALSE,TRUE,Express,Debit Card,1,Sunny,None,FALSE,1,26,129.98,0
5560,31/12/2020,140,97,926,2,TRUE,FALSE,Standard,Credit Card,3,Sunny,None,TRUE,1,63.58,127.16,0
6401,31/12/2020,354,3,626,2,FALSE,FALSE,Overnight,Cash,4,Sunny,Black Friday,TRUE,3,66.49,132.97,13.3
6748,31/12/2020,94,11,925,4,FALSE,FALSE,Standard,Debit Card,5,Snowy,Black Friday,FALSE,1,36.04,144.16,14.42
6951,31/12/2020,378,74,998,5,TRUE,FALSE,Overnight,Debit Card,5,Rainy,None,TRUE,2,22.48,112.4,0
7100,31/12/2020,437,78,453,5,FALSE,TRUE,Express,Credit Card,3,Rainy,Christmas Market,FALSE,5,33.25,166.23,0
7325,31/12/2020,362,7,295,1,FALSE,TRUE,Express,Credit Card,4,Rainy,Black Friday,TRUE,1,96.99,96.99,9.7
7416,31/12/2020,267,21,129,3,FALSE,TRUE,Overnight,Online Payment,3,Rainy,None,TRUE,4,35.81,107.44,0
7471,31/12/2020,411,87,428,4,FALSE,FALSE,Express,Cash,1,Sunny,Christmas Market,FALSE,4,61.7,246.79,0
7608,31/12/2020,489,10,828,2,TRUE,FALSE,Overnight,Credit Card,5,Sunny,Christmas Market,TRUE,5,41.68,83.37,0
7774,31/12/2020,386,14,820,3,TRUE,TRUE,Overnight,Online Payment,2,Rainy,Christmas Market,TRUE,4,39.67,119,0
8088,31/12/2020,226,85,271,1,FALSE,TRUE,Overnight,Cash,5,Snowy,Black Friday,FALSE,1,13.08,13.08,1.31
8984,31/12/2020,25,56,375,1,FALSE,FALSE,Express,Cash,5,Snowy,Black Friday,TRUE,4,86.95,86.95,8.7
9001,31/12/2020,253,28,618,3,FALSE,FALSE,Standard,Debit Card,4,Snowy,Black Friday,FALSE,2,50.59,151.77,15.18
9085,31/12/2020,247,41,586,1,FALSE,FALSE,Standard,Online Payment,2,Snowy,Christmas Market,TRUE,2,47.78,47.78,0
9642,31/12/2020,280,79,290,5,FALSE,FALSE,Standard,Credit Card,4,Snowy,None,FALSE,5,60.29,301.45,0
117,31/12/2019,304,92,566,4,FALSE,TRUE,Express,Online Payment,3,Snowy,Christmas Market,TRUE,1,16.8,67.22,0
490,31/12/2019,358,43,901,1,FALSE,TRUE,Express,Online Payment,1,Sunny,Christmas Market,FALSE,4,26.47,26.47,0
2186,31/12/2019,93,14,267,4,TRUE,TRUE,Overnight,Debit Card,5,Rainy,None,FALSE,2,66.34,265.37,0
2402,31/12/2019,260,53,24,1,FALSE,FALSE,Express,Credit Card,5,Rainy,Black Friday,TRUE,2,42.27,42.27,4.23
3078,31/12/2019,339,22,785,1,FALSE,TRUE,Overnight,Cash,2,Snowy,Christmas Market,TRUE,3,30.13,30.13,0
3104,31/12/2019,119,61,971,2,TRUE,FALSE,Standard,Online Payment,3,Rainy,None,TRUE,3,57.58,115.17,0
3274,31/12/2019,194,93,861,3,FALSE,TRUE,Overnight,Credit Card,4,Rainy,Black Friday,TRUE,1,60.94,182.82,18.28
3302,31/12/2019,371,1,323,5,FALSE,FALSE,Express,Debit Card,2,Rainy,Christmas Market,TRUE,3,47.23,236.16,0
4078,31/12/2019,350,64,230,5,FALSE,TRUE,Express,Cash,3,Sunny,Christmas Market,TRUE,1,39.18,195.89,0
4405,31/12/2019,453,9,568,1,FALSE,TRUE,Express,Cash,4,Snowy,Christmas Market,TRUE,5,43.48,43.48,0
4927,31/12/2019,387,60,568,5,TRUE,FALSE,Express,Credit Card,1,Snowy,None,TRUE,3,41.22,206.1,0
5866,31/12/2019,311,39,32,4,FALSE,TRUE,Express,Online Payment,2,Rainy,Christmas Market,TRUE,2,50.15,200.62,0
6113,31/12/2019,333,79,75,5,FALSE,TRUE,Express,Credit Card,2,Snowy,Christmas Market,TRUE,4,15.06,75.32,0
6337,31/12/2019,348,4,693,1,TRUE,FALSE,Standard,Online Payment,5,Sunny,None,TRUE,3,38.31,38.31,0
7262,31/12/2019,470,67,40,5,FALSE,FALSE,Express,Online Payment,2,Rainy,Christmas Market,FALSE,5,60.83,304.15,0
8404,31/12/2019,114,28,358,1,FALSE,FALSE,Standard,Cash,5,Sunny,Christmas Market,TRUE,2,37.84,37.84,0
8430,31/12/2019,106,65,46,5,FALSE,TRUE,Standard,Debit Card,3,Snowy,None,TRUE,1,76.7,383.51,0
8459,31/12/2019,431,7,152,5,FALSE,TRUE,Express,Credit Card,2,Rainy,None,FALSE,1,93.61,468.04,0
9978,31/12/2019,177,75,3,2,FALSE,TRUE,Express,Debit Card,5,Sunny,Christmas Market,TRUE,1,81.24,162.48,0
410,31/12/2018,293,71,788,1,TRUE,TRUE,Standard,Debit Card,3,Sunny,Christmas Market,FALSE,1,27.03,27.03,0
805,31/12/2018,19,31,327,3,TRUE,TRUE,Standard,Cash,5,Rainy,Christmas Market,FALSE,1,52.29,156.86,0
1250,31/12/2018,33,75,168,3,FALSE,FALSE,Express,Online Payment,5,Sunny,Christmas Market,TRUE,3,52.93,158.78,0
1415,31/12/2018,70,42,376,1,TRUE,FALSE,Express,Cash,5,Rainy,Black Friday,TRUE,2,36.21,36.21,3.62
2032,31/12/2018,314,67,649,1,FALSE,TRUE,Overnight,Credit Card,3,Sunny,None,FALSE,3,45.28,45.28,0
2134,31/12/2018,344,84,78,1,TRUE,TRUE,Express,Debit Card,1,Rainy,Black Friday,FALSE,5,32.24,32.24,3.22
2393,31/12/2018,485,69,951,2,TRUE,TRUE,Standard,Credit Card,4,Rainy,Black Friday,TRUE,1,31.75,63.51,6.35
3407,31/12/2018,466,31,786,2,FALSE,FALSE,Express,Debit Card,3,Sunny,Black Friday,TRUE,1,38.43,76.87,7.69
4289,31/12/2018,474,42,481,5,TRUE,FALSE,Standard,Credit Card,4,Sunny,Christmas Market,FALSE,1,58.13,290.65,0
4477,31/12/2018,371,38,849,4,FALSE,TRUE,Express,Online Payment,3,Snowy,None,FALSE,2,82.96,331.83,0
5083,31/12/2018,138,28,925,1,FALSE,FALSE,Express,Credit Card,5,Sunny,Christmas Market,TRUE,2,50.28,50.28,0
5329,31/12/2018,161,91,341,4,FALSE,TRUE,Overnight,Online Payment,2,Snowy,Christmas Market,FALSE,3,96.13,384.5,0
5439,31/12/2018,191,89,67,1,TRUE,TRUE,Overnight,Debit Card,1,Rainy,Christmas Market,FALSE,3,77.75,77.75,0
5595,31/12/2018,256,54,9,2,FALSE,FALSE,Standard,Debit Card,1,Rainy,Black Friday,FALSE,2,77.98,155.96,15.6
5606,31/12/2018,52,14,293,5,TRUE,TRUE,Standard,Online Payment,5,Snowy,Black Friday,FALSE,3,34.86,174.3,17.43
5680,31/12/2018,218,19,81,3,TRUE,FALSE,Standard,Cash,4,Sunny,None,FALSE,4,82.52,247.56,0
6125,31/12/2018,34,8,429,4,FALSE,TRUE,Standard,Online Payment,4,Snowy,Christmas Market,FALSE,5,53.46,213.84,0
6137,31/12/2018,476,92,212,2,FALSE,FALSE,Standard,Debit Card,1,Rainy,None,FALSE,2,46.48,92.97,0
6362,31/12/2018,117,88,337,1,FALSE,FALSE,Overnight,Debit Card,5,Rainy,Black Friday,TRUE,1,12.79,12.79,1.28
6884,31/12/2018,158,2,732,1,TRUE,FALSE,Overnight,Online Payment,5,Rainy,Christmas Market,TRUE,5,81.07,81.07,0
7398,31/12/2018,288,74,221,5,TRUE,TRUE,Standard,Online Payment,4,Sunny,None,FALSE,3,51.94,259.7,0
7980,31/12/2018,445,74,550,2,FALSE,FALSE,Express,Cash,3,Snowy,Black Friday,FALSE,4,54.51,109.01,10.9
8571,31/12/2018,25,29,622,4,TRUE,TRUE,Express,Debit Card,5,Sunny,None,FALSE,2,46.55,186.19,0
9226,31/12/2018,298,23,880,3,FALSE,TRUE,Standard,Cash,5,Snowy,None,FALSE,3,17.4,52.19,0
9250,31/12/2018,380,38,434,5,TRUE,FALSE,Express,Credit Card,4,Sunny,Christmas Market,TRUE,1,89.99,449.94,0
9326,31/12/2018,88,12,856,5,FALSE,FALSE,Overnight,Online Payment,1,Sunny,Black Friday,TRUE,4,77.12,385.58,38.56
9619,31/12/2018,336,63,42,3,FALSE,FALSE,Standard,Online Payment,3,Snowy,None,TRUE,2,50.46,151.38,0
135,30/12/2023,359,80,201,5,TRUE,TRUE,Express,Cash,1,Rainy,None,TRUE,1,42.87,214.33,0
329,30/12/2023,42,30,171,1,FALSE,TRUE,Express,Credit Card,1,Rainy,Black Friday,TRUE,3,54.76,54.76,5.48
1279,30/12/2023,358,98,172,1,FALSE,TRUE,Standard,Cash,4,Snowy,None,TRUE,3,12.47,12.47,0
1300,30/12/2023,404,41,94,5,TRUE,FALSE,Standard,Cash,5,Rainy,None,FALSE,1,95.61,478.06,0
1527,30/12/2023,366,8,863,2,FALSE,FALSE,Overnight,Online Payment,1,Sunny,None,TRUE,4,95.56,191.13,0
1844,30/12/2023,134,82,447,4,TRUE,TRUE,Express,Cash,4,Sunny,None,TRUE,5,83.31,333.26,0
1868,30/12/2023,194,84,413,5,TRUE,TRUE,Standard,Online Payment,1,Rainy,None,TRUE,1,15.84,79.2,0
2277,30/12/2023,35,80,941,4,FALSE,FALSE,Overnight,Debit Card,1,Sunny,None,FALSE,5,87.13,348.52,0
2314,30/12/2023,7,44,227,3,TRUE,FALSE,Overnight,Credit Card,5,Snowy,None,FALSE,4,52.33,156.99,0
2512,30/12/2023,107,46,71,4,TRUE,FALSE,Express,Online Payment,2,Snowy,Christmas Market,FALSE,5,29.36,117.43,0
2652,30/12/2023,17,29,106,3,TRUE,FALSE,Standard,Online Payment,5,Snowy,Black Friday,TRUE,2,38.29,114.88,11.49
2819,30/12/2023,153,87,889,3,TRUE,FALSE,Express,Online Payment,2,Rainy,None,FALSE,2,81.25,243.76,0
2936,30/12/2023,422,65,700,5,FALSE,FALSE,Standard,Debit Card,1,Rainy,None,FALSE,5,96.17,480.84,0
3278,30/12/2023,261,32,861,4,TRUE,TRUE,Standard,Debit Card,4,Snowy,Black Friday,FALSE,4,31.64,126.55,12.65
3358,30/12/2023,376,21,432,1,TRUE,TRUE,Overnight,Credit Card,4,Snowy,None,FALSE,3,98.32,98.32,0
3424,30/12/2023,386,63,411,1,TRUE,FALSE,Standard,Online Payment,4,Snowy,Black Friday,FALSE,3,65.73,65.73,6.57
3440,30/12/2023,28,72,501,5,TRUE,TRUE,Overnight,Cash,2,Rainy,Christmas Market,TRUE,5,67.2,336.01,0
5079,30/12/2023,206,78,583,4,FALSE,FALSE,Express,Online Payment,4,Sunny,Christmas Market,TRUE,1,19.98,79.9,0
5267,30/12/2023,497,71,570,2,TRUE,TRUE,Express,Online Payment,1,Sunny,Black Friday,FALSE,3,13.2,26.41,2.64
5594,30/12/2023,174,11,805,1,TRUE,FALSE,Express,Cash,3,Snowy,Christmas Market,FALSE,1,27.3,27.3,0
6791,30/12/2023,231,62,282,5,TRUE,TRUE,Standard,Cash,1,Snowy,None,TRUE,5,33.84,169.18,0
8728,30/12/2023,215,54,81,3,TRUE,FALSE,Standard,Credit Card,5,Sunny,Christmas Market,FALSE,2,54.93,164.79,0
9067,30/12/2023,256,9,851,4,FALSE,TRUE,Overnight,Credit Card,1,Snowy,Christmas Market,FALSE,3,58.88,235.5,0
9482,30/12/2023,285,3,553,3,TRUE,FALSE,Standard,Debit Card,4,Rainy,Christmas Market,TRUE,5,60.68,182.03,0
9594,30/12/2023,174,60,643,1,FALSE,TRUE,Overnight,Cash,4,Snowy,Black Friday,FALSE,3,51.25,51.25,5.13
9852,30/12/2023,191,74,260,5,FALSE,FALSE,Express,Debit Card,4,Rainy,None,FALSE,3,36.5,182.49,0
464,30/12/2022,418,93,66,4,FALSE,FALSE,Standard,Cash,4,Snowy,Black Friday,TRUE,3,92.07,368.29,36.83
492,30/12/2022,429,73,451,2,TRUE,FALSE,Overnight,Credit Card,5,Sunny,Christmas Market,TRUE,3,33.78,67.56,0
1336,30/12/2022,425,48,34,2,TRUE,FALSE,Overnight,Online Payment,4,Rainy,None,FALSE,1,45.45,90.89,0
1706,30/12/2022,26,80,993,4,TRUE,FALSE,Express,Cash,2,Sunny,None,TRUE,4,94.69,378.75,0
1792,30/12/2022,160,6,91,2,FALSE,FALSE,Standard,Debit Card,4,Sunny,Black Friday,TRUE,1,10.16,20.31,2.03
2653,30/12/2022,366,67,247,1,TRUE,TRUE,Express,Credit Card,4,Rainy,Christmas Market,FALSE,3,69.81,69.81,0
3143,30/12/2022,234,56,764,2,TRUE,TRUE,Standard,Credit Card,4,Snowy,Black Friday,FALSE,4,64.83,129.65,12.97
3441,30/12/2022,426,70,555,1,FALSE,TRUE,Express,Credit Card,5,Sunny,Christmas Market,FALSE,4,11.71,11.71,0
3866,30/12/2022,201,52,711,4,TRUE,TRUE,Overnight,Debit Card,1,Sunny,None,TRUE,3,43.43,173.73,0
4466,30/12/2022,242,46,579,4,TRUE,TRUE,Express,Cash,3,Rainy,Black Friday,FALSE,1,26.76,107.03,10.7
4593,30/12/2022,114,90,296,2,FALSE,FALSE,Standard,Online Payment,1,Sunny,Black Friday,TRUE,3,41.93,83.86,8.39
4731,30/12/2022,487,83,907,4,FALSE,FALSE,Express,Online Payment,3,Rainy,Christmas Market,TRUE,5,43.48,173.9,0
5101,30/12/2022,474,33,738,2,FALSE,FALSE,Standard,Debit Card,4,Snowy,Christmas Market,FALSE,5,18.37,36.74,0
5737,30/12/2022,420,77,339,3,FALSE,TRUE,Express,Online Payment,3,Sunny,Christmas Market,TRUE,1,82.81,248.43,0
6335,30/12/2022,479,53,454,1,TRUE,TRUE,Standard,Cash,5,Snowy,Black Friday,TRUE,5,94.13,94.13,9.41
6524,30/12/2022,415,49,240,3,FALSE,TRUE,Overnight,Online Payment,3,Sunny,Christmas Market,FALSE,2,56.06,168.19,0
6835,30/12/2022,414,79,205,5,TRUE,FALSE,Standard,Credit Card,4,Snowy,None,FALSE,4,74.58,372.91,0
7031,30/12/2022,374,87,202,1,TRUE,TRUE,Express,Debit Card,3,Snowy,Christmas Market,TRUE,1,19.25,19.25,0
7393,30/12/2022,29,52,812,2,TRUE,FALSE,Overnight,Online Payment,1,Rainy,None,FALSE,1,21.76,43.53,0
8929,30/12/2022,169,68,676,3,FALSE,FALSE,Overnight,Cash,2,Rainy,Christmas Market,TRUE,1,63.61,190.83,0
9082,30/12/2022,318,32,521,3,FALSE,FALSE,Express,Online Payment,3,Snowy,Christmas Market,TRUE,2,52.12,156.35,0
9557,30/12/2022,81,65,142,1,FALSE,TRUE,Express,Credit Card,4,Sunny,Black Friday,TRUE,2,81.3,81.3,8.13
