Customer ID,Age,Gender,Location,Longitude,Latitude
111,60,Other,Quebec,46.8131,-71.2075
223,60,Female,Quebec,46.8131,-71.2075
176,39,Male,Ontario,51.2538,-85.3232
22,44,Male,Newfoundland and Labrador,54.2731,-61.7388
102,67,Male,British Columbia,53.7267,-127.6476
243,21,Male,Quebec,46.8131,-71.2075
389,21,Male,Manitoba,53.7609,-98.8139
137,55,Other,Newfoundland and Labrador,54.2731,-61.7388
223,34,Male,Quebec,46.8131,-71.2075
89,56,Female,Yukon,64.2823,-135
47,43,Male,Prince Edward Island,46.3188,-63.1461
218,61,Female,Saskatchewan,52.9399,-106.4509
311,52,Other,Saskatchewan,52.9399,-106.4509
404,41,Male,Northwest Territories,63.5888,-115.5069
287,63,Female,Ontario,51.2538,-85.3232
144,18,Male,Manitoba,53.7609,-98.8139
285,32,Male,Northwest Territories,63.5888,-115.5069
170,26,Other,British Columbia,53.7267,-127.6476
226,56,Female,Quebec,46.8131,-71.2075
479,67,Other,Manitoba,53.7609,-98.8139
480,38,Female,Nunavut,64.248,-84.8896
49,48,Male,Ontario,51.2538,-85.3232
435,24,Other,Quebec,46.8131,-71.2075
374,66,Female,Prince Edward Island,46.3188,-63.1461
72,39,Other,Northwest Territories,63.5888,-115.5069
311,68,Male,New Brunswick,46.5653,-66.4619
139,23,Other,Saskatchewan,52.9399,-106.4509
297,34,Male,New Brunswick,46.5653,-66.4619
132,55,Male,New Brunswick,46.5653,-66.4619
168,23,Male,Prince Edward Island,46.3188,-63.1461
41,40,Other,New Brunswick,46.5653,-66.4619
406,60,Male,Newfoundland and Labrador,54.2731,-61.7388
82,64,Other,Prince Edward Island,46.3188,-63.1461
369,56,Female,Saskatchewan,52.9399,-106.4509
345,35,Other,Yukon,64.2823,-135
284,26,Other,New Brunswick,46.5653,-66.4619
358,30,Female,Nova Scotia,45.0778,-63.5467
12,40,Female,Saskatchewan,52.9399,-106.4509
43,53,Male,Prince Edward Island,46.3188,-63.1461
297,66,Female,Quebec,46.8131,-71.2075
26,33,Male,Newfoundland and Labrador,54.2731,-61.7388
255,29,Other,Prince Edward Island,46.3188,-63.1461
115,65,Female,Nunavut,64.248,-84.8896
139,25,Female,Newfoundland and Labrador,54.2731,-61.7388
126,22,Female,Manitoba,53.7609,-98.8139
276,24,Female,Nova Scotia,45.0778,-63.5467
484,34,Other,Alberta,53.9333,-116.5765
262,44,Male,Northwest Territories,63.5888,-115.5069
6,48,Other,Saskatchewan,52.9399,-106.4509
414,40,Female,Ontario,51.2538,-85.3232
178,66,Other,Nova Scotia,45.0778,-63.5467
349,43,Other,British Columbia,53.7267,-127.6476
164,22,Male,Manitoba,53.7609,-98.8139
50,40,Male,British Columbia,53.7267,-127.6476
104,35,Female,Newfoundland and Labrador,54.2731,-61.7388
255,44,Female,Newfoundland and Labrador,54.2731,-61.7388
140,22,Female,Nova Scotia,45.0778,-63.5467
354,40,Other,Northwest Territories,63.5888,-115.5069
94,39,Male,Yukon,64.2823,-135
378,62,Female,Nova Scotia,45.0778,-63.5467
437,54,Other,Prince Edward Island,46.3188,-63.1461
362,67,Male,British Columbia,53.7267,-127.6476
267,53,Male,Newfoundland and Labrador,54.2731,-61.7388
411,60,Male,Ontario,51.2538,-85.3232
489,29,Male,Quebec,46.8131,-71.2075
386,27,Other,Prince Edward Island,46.3188,-63.1461
226,42,Female,Manitoba,53.7609,-98.8139
25,53,Other,Alberta,53.9333,-116.5765
253,21,Other,Manitoba,53.7609,-98.8139
247,64,Male,Manitoba,53.7609,-98.8139
280,27,Male,Newfoundland and Labrador,54.2731,-61.7388
304,65,Other,Manitoba,53.7609,-98.8139
358,18,Male,Manitoba,53.7609,-98.8139
93,46,Male,Saskatchewan,52.9399,-106.4509
260,20,Female,Saskatchewan,52.9399,-106.4509
339,21,Male,Northwest Territories,63.5888,-115.5069
119,30,Other,New Brunswick,46.5653,-66.4619
194,49,Other,Saskatchewan,52.9399,-106.4509
371,69,Female,Nunavut,64.248,-84.8896
350,25,Female,New Brunswick,46.5653,-66.4619
453,67,Other,Ontario,51.2538,-85.3232
387,41,Other,Alberta,53.9333,-116.5765
311,32,Female,British Columbia,53.7267,-127.6476
333,70,Female,Quebec,46.8131,-71.2075
348,37,Other,Quebec,46.8131,-71.2075
470,45,Male,Quebec,46.8131,-71.2075
114,58,Other,Manitoba,53.7609,-98.8139
106,36,Female,Alberta,53.9333,-116.5765
431,70,Male,New Brunswick,46.5653,-66.4619
177,20,Female,Newfoundland and Labrador,54.2731,-61.7388
293,40,Female,Yukon,64.2823,-135
19,42,Male,Nova Scotia,45.0778,-63.5467
33,52,Other,British Columbia,53.7267,-127.6476
70,60,Female,Ontario,51.2538,-85.3232
314,41,Male,Ontario,51.2538,-85.3232
344,25,Other,British Columbia,53.7267,-127.6476
485,62,Male,Yukon,64.2823,-135
466,57,Male,Alberta,53.9333,-116.5765
474,27,Other,Newfoundland and Labrador,54.2731,-61.7388
371,49,Other,New Brunswick,46.5653,-66.4619
138,56,Female,Manitoba,53.7609,-98.8139
161,24,Female,Yukon,64.2823,-135
191,64,Male,British Columbia,53.7267,-127.6476
256,53,Female,Ontario,51.2538,-85.3232
52,46,Female,Nunavut,64.248,-84.8896
218,64,Female,Manitoba,53.7609,-98.8139
34,23,Male,Newfoundland and Labrador,54.2731,-61.7388
476,52,Other,Yukon,64.2823,-135
117,30,Other,Nunavut,64.248,-84.8896
158,54,Male,Newfoundland and Labrador,54.2731,-61.7388
288,52,Other,Northwest Territories,63.5888,-115.5069
445,64,Male,Yukon,64.2823,-135
25,37,Male,New Brunswick,46.5653,-66.4619
298,30,Female,Saskatchewan,52.9399,-106.4509
380,24,Other,Northwest Territories,63.5888,-115.5069
88,64,Male,Prince Edward Island,46.3188,-63.1461
336,58,Female,Prince Edward Island,46.3188,-63.1461
359,45,Male,Northwest Territories,63.5888,-115.5069
42,47,Other,Newfoundland and Labrador,54.2731,-61.7388
358,68,Other,Ontario,51.2538,-85.3232
404,52,Male,British Columbia,53.7267,-127.6476
366,39,Male,British Columbia,53.7267,-127.6476
134,49,Female,Northwest Territories,63.5888,-115.5069
194,30,Male,New Brunswick,46.5653,-66.4619
35,51,Male,Ontario,51.2538,-85.3232
7,42,Other,Yukon,64.2823,-135
107,49,Female,Alberta,53.9333,-116.5765
17,67,Female,Nova Scotia,45.0778,-63.5467
153,24,Male,Prince Edward Island,46.3188,-63.1461
422,19,Other,British Columbia,53.7267,-127.6476
261,58,Male,Saskatchewan,52.9399,-106.4509
376,70,Female,Manitoba,53.7609,-98.8139
386,68,Female,Quebec,46.8131,-71.2075
28,28,Male,Nunavut,64.248,-84.8896
206,47,Other,Alberta,53.9333,-116.5765
497,27,Other,Nova Scotia,45.0778,-63.5467
174,30,Male,Quebec,46.8131,-71.2075
231,21,Other,Quebec,46.8131,-71.2075
215,68,Other,Manitoba,53.7609,-98.8139
256,58,Other,Northwest Territories,63.5888,-115.5069
285,59,Male,Manitoba,53.7609,-98.8139
174,32,Female,Yukon,64.2823,-135
191,57,Male,Yukon,64.2823,-135
418,63,Female,Nova Scotia,45.0778,-63.5467
429,22,Male,British Columbia,53.7267,-127.6476
425,24,Female,Yukon,64.2823,-135
26,46,Female,Quebec,46.8131,-71.2075
160,22,Other,Nunavut,64.248,-84.8896
366,69,Other,Saskatchewan,52.9399,-106.4509
234,39,Female,Nunavut,64.248,-84.8896
426,27,Female,Quebec,46.8131,-71.2075
201,45,Female,Newfoundland and Labrador,54.2731,-61.7388
242,38,Male,Quebec,46.8131,-71.2075
114,20,Female,New Brunswick,46.5653,-66.4619
487,40,Female,Saskatchewan,52.9399,-106.4509
474,49,Male,Prince Edward Island,46.3188,-63.1461
420,37,Other,Quebec,46.8131,-71.2075
479,21,Female,Alberta,53.9333,-116.5765
415,41,Female,Saskatchewan,52.9399,-106.4509
414,68,Other,Newfoundland and Labrador,54.2731,-61.7388
374,63,Female,Manitoba,53.7609,-98.8139
29,44,Other,Nova Scotia,45.0778,-63.5467
169,58,Other,Manitoba,53.7609,-98.8139
318,18,Other,Nova Scotia,45.0778,-63.5467
81,57,Male,Alberta,53.9333,-116.5765
426,61,Other,Northwest Territories,63.5888,-115.5069
253,34,Other,Ontario,51.2538,-85.3232
117,21,Female,Yukon,64.2823,-135
227,56,Female,Northwest Territories,63.5888,-115.5069
434,54,Male,Saskatchewan,52.9399,-106.4509
169,67,Female,Quebec,46.8131,-71.2075
269,62,Other,British Columbia,53.7267,-127.6476
320,27,Male,Newfoundland and Labrador,54.2731,-61.7388
18,58,Male,Saskatchewan,52.9399,-106.4509
221,43,Other,New Brunswick,46.5653,-66.4619
33,26,Female,Ontario,51.2538,-85.3232
346,52,Male,Northwest Territories,63.5888,-115.5069
456,66,Other,Nova Scotia,45.0778,-63.5467
176,49,Male,Nova Scotia,45.0778,-63.5467
43,54,Other,Ontario,51.2538,-85.3232
126,49,Other,Northwest Territories,63.5888,-115.5069
396,70,Other,Northwest Territories,63.5888,-115.5069
284,18,Male,Prince Edward Island,46.3188,-63.1461
261,45,Female,Saskatchewan,52.9399,-106.4509
159,18,Male,Newfoundland and Labrador,54.2731,-61.7388
263,52,Female,Alberta,53.9333,-116.5765
148,45,Female,British Columbia,53.7267,-127.6476
37,18,Female,Nova Scotia,45.0778,-63.5467
93,40,Female,Prince Edward Island,46.3188,-63.1461
143,40,Female,Manitoba,53.7609,-98.8139
378,52,Female,Yukon,64.2823,-135
327,40,Other,Northwest Territories,63.5888,-115.5069
103,70,Female,Saskatchewan,52.9399,-106.4509
27,30,Male,Newfoundland and Labrador,54.2731,-61.7388
401,55,Female,Nova Scotia,45.0778,-63.5467
232,58,Female,Nova Scotia,45.0778,-63.5467
85,32,Female,Nova Scotia,45.0778,-63.5467
357,55,Other,Alberta,53.9333,-116.5765
238,34,Other,Nova Scotia,45.0778,-63.5467
373,57,Female,Alberta,53.9333,-116.5765
462,43,Other,Northwest Territories,63.5888,-115.5069
169,30,Male,Ontario,51.2538,-85.3232
239,19,Male,Newfoundland and Labrador,54.2731,-61.7388
69,54,Female,Nova Scotia,45.0778,-63.5467
154,65,Other,Northwest Territories,63.5888,-115.5069
256,52,Female,Ontario,51.2538,-85.3232
161,24,Female,Nova Scotia,45.0778,-63.5467
313,18,Other,Northwest Territories,63.5888,-115.5069
336,60,Female,Yukon,64.2823,-135
217,34,Other,Saskatchewan,52.9399,-106.4509
419,47,Female,Newfoundland and Labrador,54.2731,-61.7388
263,47,Other,Nunavut,64.248,-84.8896
19,67,Other,Alberta,53.9333,-116.5765
499,50,Other,Nova Scotia,45.0778,-63.5467
59,20,Female,Yukon,64.2823,-135
171,67,Other,Ontario,51.2538,-85.3232
110,26,Female,Alberta,53.9333,-116.5765
102,26,Male,Newfoundland and Labrador,54.2731,-61.7388
162,44,Other,Northwest Territories,63.5888,-115.5069
398,47,Male,Newfoundland and Labrador,54.2731,-61.7388
157,48,Other,Alberta,53.9333,-116.5765
401,66,Female,Saskatchewan,52.9399,-106.4509
411,21,Female,Nova Scotia,45.0778,-63.5467
354,45,Female,Northwest Territories,63.5888,-115.5069
287,38,Male,Prince Edward Island,46.3188,-63.1461
58,42,Male,Quebec,46.8131,-71.2075
431,36,Male,Alberta,53.9333,-116.5765
392,68,Other,Prince Edward Island,46.3188,-63.1461
140,65,Male,Prince Edward Island,46.3188,-63.1461
336,70,Male,Manitoba,53.7609,-98.8139
29,32,Female,Northwest Territories,63.5888,-115.5069
437,41,Other,Newfoundland and Labrador,54.2731,-61.7388
470,69,Other,British Columbia,53.7267,-127.6476
364,22,Other,Nova Scotia,45.0778,-63.5467
405,65,Other,Saskatchewan,52.9399,-106.4509
163,27,Other,Alberta,53.9333,-116.5765
447,38,Female,British Columbia,53.7267,-127.6476
142,55,Male,Nunavut,64.248,-84.8896
484,39,Female,Northwest Territories,63.5888,-115.5069
59,20,Female,Saskatchewan,52.9399,-106.4509
25,52,Female,Ontario,51.2538,-85.3232
318,61,Male,Prince Edward Island,46.3188,-63.1461
7,69,Other,Northwest Territories,63.5888,-115.5069
420,25,Male,Saskatchewan,52.9399,-106.4509
69,70,Female,British Columbia,53.7267,-127.6476
242,28,Other,Ontario,51.2538,-85.3232
181,44,Female,British Columbia,53.7267,-127.6476
402,34,Female,Saskatchewan,52.9399,-106.4509
78,59,Other,New Brunswick,46.5653,-66.4619
5,42,Female,Alberta,53.9333,-116.5765
459,33,Male,Quebec,46.8131,-71.2075
146,67,Other,Ontario,51.2538,-85.3232
169,35,Male,Manitoba,53.7609,-98.8139
456,65,Male,Yukon,64.2823,-135
85,62,Male,Nova Scotia,45.0778,-63.5467
307,33,Male,Manitoba,53.7609,-98.8139
296,19,Male,Saskatchewan,52.9399,-106.4509
233,61,Other,Newfoundland and Labrador,54.2731,-61.7388
243,41,Other,Prince Edward Island,46.3188,-63.1461
3,64,Female,Alberta,53.9333,-116.5765
12,66,Male,Nunavut,64.248,-84.8896
228,64,Other,Alberta,53.9333,-116.5765
113,31,Female,New Brunswick,46.5653,-66.4619
249,57,Female,Saskatchewan,52.9399,-106.4509
155,53,Male,Newfoundland and Labrador,54.2731,-61.7388
485,65,Other,Newfoundland and Labrador,54.2731,-61.7388
234,18,Female,Northwest Territories,63.5888,-115.5069
143,33,Female,Ontario,51.2538,-85.3232
306,33,Female,New Brunswick,46.5653,-66.4619
419,49,Male,Newfoundland and Labrador,54.2731,-61.7388
99,38,Other,Yukon,64.2823,-135
337,46,Other,Nunavut,64.248,-84.8896
446,57,Male,Alberta,53.9333,-116.5765
88,27,Other,Ontario,51.2538,-85.3232
271,51,Female,Northwest Territories,63.5888,-115.5069
262,54,Female,British Columbia,53.7267,-127.6476
125,40,Male,Northwest Territories,63.5888,-115.5069
228,29,Other,Alberta,53.9333,-116.5765
83,63,Male,Alberta,53.9333,-116.5765
149,69,Female,Yukon,64.2823,-135
200,51,Other,Saskatchewan,52.9399,-106.4509
129,21,Male,Manitoba,53.7609,-98.8139
400,27,Male,New Brunswick,46.5653,-66.4619
306,46,Female,Nova Scotia,45.0778,-63.5467
104,56,Female,New Brunswick,46.5653,-66.4619
185,54,Male,Newfoundland and Labrador,54.2731,-61.7388
82,18,Other,British Columbia,53.7267,-127.6476
316,38,Female,Yukon,64.2823,-135
123,63,Other,British Columbia,53.7267,-127.6476
142,39,Female,New Brunswick,46.5653,-66.4619
86,42,Female,Quebec,46.8131,-71.2075
252,21,Female,Manitoba,53.7609,-98.8139
110,21,Female,Northwest Territories,63.5888,-115.5069
154,56,Other,Newfoundland and Labrador,54.2731,-61.7388
155,49,Other,Yukon,64.2823,-135
157,19,Male,Northwest Territories,63.5888,-115.5069
264,38,Male,Quebec,46.8131,-71.2075
438,45,Other,Saskatchewan,52.9399,-106.4509
432,44,Male,British Columbia,53.7267,-127.6476
238,36,Other,New Brunswick,46.5653,-66.4619
385,66,Male,Manitoba,53.7609,-98.8139
434,52,Female,Ontario,51.2538,-85.3232
473,19,Other,Nunavut,64.248,-84.8896
19,28,Female,Yukon,64.2823,-135
138,38,Female,Nunavut,64.248,-84.8896
216,45,Female,Northwest Territories,63.5888,-115.5069
195,59,Female,Nova Scotia,45.0778,-63.5467
377,49,Male,Yukon,64.2823,-135
309,45,Female,Nova Scotia,45.0778,-63.5467
492,55,Male,Nunavut,64.248,-84.8896
208,66,Female,Nova Scotia,45.0778,-63.5467
129,50,Female,Yukon,64.2823,-135
214,68,Female,New Brunswick,46.5653,-66.4619
28,21,Female,Saskatchewan,52.9399,-106.4509
162,61,Other,Nova Scotia,45.0778,-63.5467
469,50,Male,Ontario,51.2538,-85.3232
348,34,Female,Alberta,53.9333,-116.5765
417,46,Other,Nova Scotia,45.0778,-63.5467
438,34,Male,Prince Edward Island,46.3188,-63.1461
332,61,Female,Quebec,46.8131,-71.2075
217,24,Female,Yukon,64.2823,-135
66,20,Other,Manitoba,53.7609,-98.8139
201,31,Male,Nova Scotia,45.0778,-63.5467
233,70,Male,Alberta,53.9333,-116.5765
280,46,Female,Ontario,51.2538,-85.3232
327,59,Male,New Brunswick,46.5653,-66.4619
155,43,Other,Prince Edward Island,46.3188,-63.1461
252,22,Female,Northwest Territories,63.5888,-115.5069
246,20,Male,New Brunswick,46.5653,-66.4619
3,70,Other,British Columbia,53.7267,-127.6476
474,44,Male,Prince Edward Island,46.3188,-63.1461
358,46,Male,Ontario,51.2538,-85.3232
107,54,Female,British Columbia,53.7267,-127.6476
101,28,Other,Nova Scotia,45.0778,-63.5467
107,70,Other,New Brunswick,46.5653,-66.4619
169,35,Other,Yukon,64.2823,-135
380,63,Female,Northwest Territories,63.5888,-115.5069
69,36,Female,Alberta,53.9333,-116.5765
319,42,Other,Alberta,53.9333,-116.5765
111,46,Female,New Brunswick,46.5653,-66.4619
47,27,Other,Manitoba,53.7609,-98.8139
268,36,Female,Saskatchewan,52.9399,-106.4509
322,44,Female,Nova Scotia,45.0778,-63.5467
350,63,Female,Prince Edward Island,46.3188,-63.1461
141,41,Male,Manitoba,53.7609,-98.8139
159,35,Female,Northwest Territories,63.5888,-115.5069
412,50,Female,Nunavut,64.248,-84.8896
323,69,Other,Alberta,53.9333,-116.5765
224,42,Female,Quebec,46.8131,-71.2075
4,52,Other,Alberta,53.9333,-116.5765
87,20,Female,Yukon,64.2823,-135
489,58,Male,Alberta,53.9333,-116.5765
458,44,Male,Ontario,51.2538,-85.3232
488,32,Female,New Brunswick,46.5653,-66.4619
8,45,Male,Ontario,51.2538,-85.3232
162,64,Male,Quebec,46.8131,-71.2075
74,58,Female,Newfoundland and Labrador,54.2731,-61.7388
141,58,Other,Nova Scotia,45.0778,-63.5467
65,50,Female,British Columbia,53.7267,-127.6476
305,55,Female,Yukon,64.2823,-135
157,55,Male,Saskatchewan,52.9399,-106.4509
86,23,Female,Manitoba,53.7609,-98.8139
396,33,Male,Saskatchewan,52.9399,-106.4509
160,24,Other,Manitoba,53.7609,-98.8139
413,18,Other,New Brunswick,46.5653,-66.4619
427,45,Other,Northwest Territories,63.5888,-115.5069
297,61,Male,Northwest Territories,63.5888,-115.5069
57,48,Male,British Columbia,53.7267,-127.6476
303,34,Other,Newfoundland and Labrador,54.2731,-61.7388
309,18,Female,New Brunswick,46.5653,-66.4619
314,37,Male,Saskatchewan,52.9399,-106.4509
49,50,Female,Prince Edward Island,46.3188,-63.1461
70,59,Male,Northwest Territories,63.5888,-115.5069
115,39,Other,Saskatchewan,52.9399,-106.4509
449,18,Female,Nunavut,64.248,-84.8896
482,63,Female,Nunavut,64.248,-84.8896
156,68,Other,Saskatchewan,52.9399,-106.4509
477,62,Female,Ontario,51.2538,-85.3232
411,60,Male,Northwest Territories,63.5888,-115.5069
164,41,Female,Northwest Territories,63.5888,-115.5069
25,53,Female,Quebec,46.8131,-71.2075
484,58,Male,Northwest Territories,63.5888,-115.5069
137,53,Other,Nunavut,64.248,-84.8896
38,34,Male,Prince Edward Island,46.3188,-63.1461
320,38,Other,New Brunswick,46.5653,-66.4619
366,23,Female,Quebec,46.8131,-71.2075
395,57,Female,Quebec,46.8131,-71.2075
228,20,Female,Newfoundland and Labrador,54.2731,-61.7388
416,23,Male,British Columbia,53.7267,-127.6476
37,27,Female,Newfoundland and Labrador,54.2731,-61.7388
157,38,Other,Nova Scotia,45.0778,-63.5467
499,58,Male,Manitoba,53.7609,-98.8139
50,23,Male,Prince Edward Island,46.3188,-63.1461
211,31,Male,Prince Edward Island,46.3188,-63.1461
241,39,Female,Saskatchewan,52.9399,-106.4509
333,57,Other,New Brunswick,46.5653,-66.4619
273,36,Male,Ontario,51.2538,-85.3232
437,34,Male,Alberta,53.9333,-116.5765
225,65,Male,Prince Edward Island,46.3188,-63.1461
236,30,Male,British Columbia,53.7267,-127.6476
184,63,Other,Northwest Territories,63.5888,-115.5069
207,25,Other,Northwest Territories,63.5888,-115.5069
59,20,Other,Nova Scotia,45.0778,-63.5467
108,45,Female,Nunavut,64.248,-84.8896
309,28,Other,Nova Scotia,45.0778,-63.5467
149,51,Male,Northwest Territories,63.5888,-115.5069
271,30,Other,Yukon,64.2823,-135
443,32,Female,Alberta,53.9333,-116.5765
449,38,Female,British Columbia,53.7267,-127.6476
343,64,Other,Northwest Territories,63.5888,-115.5069
136,49,Male,Northwest Territories,63.5888,-115.5069
54,34,Other,Nunavut,64.248,-84.8896
481,54,Female,Northwest Territories,63.5888,-115.5069
293,32,Female,Manitoba,53.7609,-98.8139
433,30,Female,Nunavut,64.248,-84.8896
410,55,Other,New Brunswick,46.5653,-66.4619
102,69,Female,Manitoba,53.7609,-98.8139
299,36,Male,Nova Scotia,45.0778,-63.5467
234,62,Female,Northwest Territories,63.5888,-115.5069
151,20,Male,Manitoba,53.7609,-98.8139
370,64,Male,Manitoba,53.7609,-98.8139
38,22,Male,New Brunswick,46.5653,-66.4619
202,30,Female,Saskatchewan,52.9399,-106.4509
85,38,Other,Alberta,53.9333,-116.5765
294,19,Female,Northwest Territories,63.5888,-115.5069
127,57,Female,Quebec,46.8131,-71.2075
191,24,Female,Newfoundland and Labrador,54.2731,-61.7388
430,62,Female,Prince Edward Island,46.3188,-63.1461
408,42,Female,Ontario,51.2538,-85.3232
456,41,Female,Quebec,46.8131,-71.2075
361,34,Female,Nova Scotia,45.0778,-63.5467
128,67,Other,British Columbia,53.7267,-127.6476
416,39,Other,Quebec,46.8131,-71.2075
151,28,Male,Prince Edward Island,46.3188,-63.1461
427,36,Female,Quebec,46.8131,-71.2075
463,59,Female,Nova Scotia,45.0778,-63.5467
360,26,Female,Yukon,64.2823,-135
491,62,Other,Saskatchewan,52.9399,-106.4509
213,53,Other,Saskatchewan,52.9399,-106.4509
440,22,Female,British Columbia,53.7267,-127.6476
348,66,Other,Prince Edward Island,46.3188,-63.1461
403,39,Other,British Columbia,53.7267,-127.6476
467,20,Male,Alberta,53.9333,-116.5765
426,70,Other,Nunavut,64.248,-84.8896
499,69,Male,British Columbia,53.7267,-127.6476
185,38,Female,Prince Edward Island,46.3188,-63.1461
189,34,Other,Quebec,46.8131,-71.2075
122,64,Female,British Columbia,53.7267,-127.6476
424,24,Male,Manitoba,53.7609,-98.8139
125,18,Other,Nunavut,64.248,-84.8896
434,43,Female,Yukon,64.2823,-135
180,21,Female,Northwest Territories,63.5888,-115.5069
458,40,Other,Yukon,64.2823,-135
239,58,Male,Yukon,64.2823,-135
406,41,Female,British Columbia,53.7267,-127.6476
431,26,Female,Nova Scotia,45.0778,-63.5467
99,63,Female,Nova Scotia,45.0778,-63.5467
1,41,Female,Yukon,64.2823,-135
71,40,Other,Northwest Territories,63.5888,-115.5069
450,30,Female,Prince Edward Island,46.3188,-63.1461
7,42,Female,Yukon,64.2823,-135
257,20,Female,British Columbia,53.7267,-127.6476
170,43,Other,Alberta,53.9333,-116.5765
237,36,Male,British Columbia,53.7267,-127.6476
497,42,Other,Nunavut,64.248,-84.8896
294,29,Male,British Columbia,53.7267,-127.6476
493,67,Other,Saskatchewan,52.9399,-106.4509
67,27,Male,Nunavut,64.248,-84.8896
187,60,Female,Prince Edward Island,46.3188,-63.1461
363,38,Male,Quebec,46.8131,-71.2075
57,70,Other,Newfoundland and Labrador,54.2731,-61.7388
356,67,Male,Saskatchewan,52.9399,-106.4509
164,59,Male,Nunavut,64.248,-84.8896
226,42,Male,Nova Scotia,45.0778,-63.5467
18,22,Other,Saskatchewan,52.9399,-106.4509
349,70,Male,Nunavut,64.248,-84.8896
218,53,Female,New Brunswick,46.5653,-66.4619
73,22,Male,Nunavut,64.248,-84.8896
403,33,Female,Ontario,51.2538,-85.3232
359,59,Other,British Columbia,53.7267,-127.6476
216,33,Male,Newfoundland and Labrador,54.2731,-61.7388
291,63,Male,Yukon,64.2823,-135
72,69,Female,Alberta,53.9333,-116.5765
335,28,Other,Saskatchewan,52.9399,-106.4509
151,68,Other,Nova Scotia,45.0778,-63.5467
56,60,Male,Quebec,46.8131,-71.2075
26,56,Female,New Brunswick,46.5653,-66.4619
83,41,Male,Nunavut,64.248,-84.8896
391,62,Other,British Columbia,53.7267,-127.6476
7,62,Other,Northwest Territories,63.5888,-115.5069
412,63,Other,Newfoundland and Labrador,54.2731,-61.7388
126,39,Female,New Brunswick,46.5653,-66.4619
440,44,Female,Quebec,46.8131,-71.2075
411,27,Other,Ontario,51.2538,-85.3232
499,65,Other,British Columbia,53.7267,-127.6476
311,48,Female,Saskatchewan,52.9399,-106.4509
241,44,Male,Nunavut,64.248,-84.8896
95,45,Other,British Columbia,53.7267,-127.6476
456,68,Male,Ontario,51.2538,-85.3232
237,50,Other,British Columbia,53.7267,-127.6476
64,32,Other,Ontario,51.2538,-85.3232
177,66,Female,Nova Scotia,45.0778,-63.5467
369,27,Female,Newfoundland and Labrador,54.2731,-61.7388
219,59,Male,Saskatchewan,52.9399,-106.4509
458,35,Female,Newfoundland and Labrador,54.2731,-61.7388
117,31,Other,New Brunswick,46.5653,-66.4619
168,20,Other,Saskatchewan,52.9399,-106.4509
99,53,Other,Northwest Territories,63.5888,-115.5069
246,33,Male,Quebec,46.8131,-71.2075
330,47,Female,New Brunswick,46.5653,-66.4619
277,65,Other,Northwest Territories,63.5888,-115.5069
4,65,Male,New Brunswick,46.5653,-66.4619
317,21,Other,Newfoundland and Labrador,54.2731,-61.7388
446,64,Other,Manitoba,53.7609,-98.8139
258,38,Female,Alberta,53.9333,-116.5765
58,53,Other,Manitoba,53.7609,-98.8139
158,46,Other,British Columbia,53.7267,-127.6476
277,31,Female,Nova Scotia,45.0778,-63.5467
400,54,Female,New Brunswick,46.5653,-66.4619
277,49,Other,Ontario,51.2538,-85.3232
92,30,Male,New Brunswick,46.5653,-66.4619
182,18,Other,Nunavut,64.248,-84.8896
362,48,Other,Nova Scotia,45.0778,-63.5467
