Product ID,Product Name,Category
397,Toys_Product,Toys
536,Toys_Product,Toys
518,Decorations_Product,Decorations
727,Food_Product,Food
519,Food_Product,Food
210,Toys_Product,Toys
255,Clothing_Product,Clothing
806,Electronics_Product,Electronics
728,Electronics_Product,Electronics
110,Decorations_Product,Decorations
53,Electronics_Product,Electronics
181,Toys_Product,Toys
146,Clothing_Product,Clothing
679,Clothing_Product,Clothing
926,Toys_Product,Toys
626,Toys_Product,Toys
925,Clothing_Product,Clothing
998,Toys_Product,Toys
453,Toys_Product,Toys
295,Clothing_Product,Clothing
129,Clothing_Product,Clothing
428,Toys_Product,Toys
828,Clothing_Product,Clothing
820,Toys_Product,Toys
271,Toys_Product,Toys
375,Food_Product,Food
618,Food_Product,Food
586,Food_Product,Food
290,Food_Product,Food
566,Electronics_Product,Electronics
901,Decorations_Product,Decorations
267,Toys_Product,Toys
24,Food_Product,Food
785,Food_Product,Food
971,Clothing_Product,Clothing
861,Decorations_Product,Decorations
323,Decorations_Product,Decorations
230,Electronics_Product,Electronics
568,Decorations_Product,Decorations
568,Decorations_Product,Decorations
32,Clothing_Product,Clothing
75,Decorations_Product,Decorations
693,Electronics_Product,Electronics
40,Clothing_Product,Clothing
358,Food_Product,Food
46,Toys_Product,Toys
152,Clothing_Product,Clothing
3,Decorations_Product,Decorations
788,Decorations_Product,Decorations
327,Decorations_Product,Decorations
168,Toys_Product,Toys
376,Food_Product,Food
649,Electronics_Product,Electronics
78,Toys_Product,Toys
951,Food_Product,Food
786,Electronics_Product,Electronics
481,Decorations_Product,Decorations
849,Decorations_Product,Decorations
925,Food_Product,Food
341,Decorations_Product,Decorations
67,Toys_Product,Toys
9,Clothing_Product,Clothing
293,Decorations_Product,Decorations
81,Clothing_Product,Clothing
429,Electronics_Product,Electronics
212,Electronics_Product,Electronics
337,Electronics_Product,Electronics
732,Decorations_Product,Decorations
221,Food_Product,Food
550,Clothing_Product,Clothing
622,Toys_Product,Toys
880,Clothing_Product,Clothing
434,Decorations_Product,Decorations
856,Clothing_Product,Clothing
42,Electronics_Product,Electronics
201,Electronics_Product,Electronics
171,Toys_Product,Toys
172,Toys_Product,Toys
94,Electronics_Product,Electronics
863,Decorations_Product,Decorations
447,Decorations_Product,Decorations
413,Food_Product,Food
941,Electronics_Product,Electronics
227,Clothing_Product,Clothing
71,Clothing_Product,Clothing
106,Decorations_Product,Decorations
889,Toys_Product,Toys
700,Food_Product,Food
861,Decorations_Product,Decorations
432,Decorations_Product,Decorations
411,Electronics_Product,Electronics
501,Electronics_Product,Electronics
583,Clothing_Product,Clothing
570,Food_Product,Food
805,Food_Product,Food
282,Electronics_Product,Electronics
81,Clothing_Product,Clothing
851,Food_Product,Food
553,Electronics_Product,Electronics
643,Food_Product,Food
260,Food_Product,Food
66,Electronics_Product,Electronics
451,Electronics_Product,Electronics
34,Decorations_Product,Decorations
993,Decorations_Product,Decorations
91,Electronics_Product,Electronics
247,Food_Product,Food
764,Clothing_Product,Clothing
555,Electronics_Product,Electronics
711,Decorations_Product,Decorations
579,Decorations_Product,Decorations
296,Clothing_Product,Clothing
907,Food_Product,Food
738,Decorations_Product,Decorations
339,Toys_Product,Toys
454,Toys_Product,Toys
240,Decorations_Product,Decorations
205,Decorations_Product,Decorations
202,Electronics_Product,Electronics
812,Toys_Product,Toys
676,Food_Product,Food
521,Decorations_Product,Decorations
142,Food_Product,Food
153,Clothing_Product,Clothing
492,Electronics_Product,Electronics
955,Electronics_Product,Electronics
32,Clothing_Product,Clothing
51,Electronics_Product,Electronics
897,Decorations_Product,Decorations
977,Clothing_Product,Clothing
645,Food_Product,Food
6,Food_Product,Food
882,Clothing_Product,Clothing
577,Decorations_Product,Decorations
631,Clothing_Product,Clothing
832,Toys_Product,Toys
136,Clothing_Product,Clothing
300,Food_Product,Food
359,Food_Product,Food
147,Clothing_Product,Clothing
608,Decorations_Product,Decorations
704,Toys_Product,Toys
54,Electronics_Product,Electronics
94,Food_Product,Food
140,Toys_Product,Toys
10,Decorations_Product,Decorations
246,Decorations_Product,Decorations
276,Electronics_Product,Electronics
892,Toys_Product,Toys
826,Toys_Product,Toys
18,Food_Product,Food
120,Decorations_Product,Decorations
480,Electronics_Product,Electronics
360,Food_Product,Food
506,Toys_Product,Toys
547,Decorations_Product,Decorations
279,Decorations_Product,Decorations
235,Electronics_Product,Electronics
40,Food_Product,Food
405,Food_Product,Food
660,Decorations_Product,Decorations
427,Toys_Product,Toys
39,Clothing_Product,Clothing
29,Toys_Product,Toys
93,Decorations_Product,Decorations
636,Food_Product,Food
743,Clothing_Product,Clothing
738,Toys_Product,Toys
711,Decorations_Product,Decorations
778,Food_Product,Food
526,Electronics_Product,Electronics
892,Decorations_Product,Decorations
827,Decorations_Product,Decorations
203,Toys_Product,Toys
421,Electronics_Product,Electronics
300,Food_Product,Food
787,Toys_Product,Toys
59,Electronics_Product,Electronics
819,Toys_Product,Toys
985,Food_Product,Food
41,Decorations_Product,Decorations
137,Food_Product,Food
345,Decorations_Product,Decorations
311,Clothing_Product,Clothing
158,Clothing_Product,Clothing
645,Food_Product,Food
879,Food_Product,Food
879,Toys_Product,Toys
408,Toys_Product,Toys
700,Electronics_Product,Electronics
47,Electronics_Product,Electronics
225,Clothing_Product,Clothing
392,Food_Product,Food
821,Decorations_Product,Decorations
634,Electronics_Product,Electronics
413,Toys_Product,Toys
234,Clothing_Product,Clothing
909,Clothing_Product,Clothing
816,Decorations_Product,Decorations
125,Decorations_Product,Decorations
192,Electronics_Product,Electronics
285,Food_Product,Food
161,Toys_Product,Toys
524,Clothing_Product,Clothing
132,Electronics_Product,Electronics
493,Electronics_Product,Electronics
675,Food_Product,Food
805,Food_Product,Food
730,Food_Product,Food
768,Toys_Product,Toys
542,Toys_Product,Toys
790,Food_Product,Food
617,Clothing_Product,Clothing
653,Clothing_Product,Clothing
445,Decorations_Product,Decorations
141,Food_Product,Food
548,Decorations_Product,Decorations
530,Decorations_Product,Decorations
772,Food_Product,Food
79,Toys_Product,Toys
254,Electronics_Product,Electronics
665,Clothing_Product,Clothing
665,Toys_Product,Toys
943,Food_Product,Food
586,Toys_Product,Toys
551,Clothing_Product,Clothing
813,Clothing_Product,Clothing
293,Food_Product,Food
226,Clothing_Product,Clothing
195,Food_Product,Food
176,Electronics_Product,Electronics
388,Clothing_Product,Clothing
273,Clothing_Product,Clothing
332,Electronics_Product,Electronics
666,Food_Product,Food
813,Toys_Product,Toys
286,Electronics_Product,Electronics
859,Electronics_Product,Electronics
719,Clothing_Product,Clothing
901,Decorations_Product,Decorations
759,Clothing_Product,Clothing
184,Electronics_Product,Electronics
865,Clothing_Product,Clothing
890,Toys_Product,Toys
166,Electronics_Product,Electronics
110,Decorations_Product,Decorations
13,Clothing_Product,Clothing
208,Clothing_Product,Clothing
566,Food_Product,Food
105,Toys_Product,Toys
408,Decorations_Product,Decorations
251,Clothing_Product,Clothing
509,Electronics_Product,Electronics
434,Food_Product,Food
640,Decorations_Product,Decorations
718,Electronics_Product,Electronics
35,Clothing_Product,Clothing
251,Electronics_Product,Electronics
419,Food_Product,Food
373,Decorations_Product,Decorations
855,Toys_Product,Toys
591,Clothing_Product,Clothing
719,Electronics_Product,Electronics
705,Electronics_Product,Electronics
689,Clothing_Product,Clothing
542,Food_Product,Food
210,Toys_Product,Toys
214,Clothing_Product,Clothing
4,Decorations_Product,Decorations
250,Clothing_Product,Clothing
105,Clothing_Product,Clothing
23,Toys_Product,Toys
575,Electronics_Product,Electronics
881,Electronics_Product,Electronics
344,Food_Product,Food
870,Electronics_Product,Electronics
949,Clothing_Product,Clothing
511,Decorations_Product,Decorations
986,Electronics_Product,Electronics
563,Clothing_Product,Clothing
80,Decorations_Product,Decorations
444,Clothing_Product,Clothing
172,Clothing_Product,Clothing
653,Decorations_Product,Decorations
926,Toys_Product,Toys
498,Clothing_Product,Clothing
181,Food_Product,Food
850,Food_Product,Food
742,Decorations_Product,Decorations
322,Electronics_Product,Electronics
874,Electronics_Product,Electronics
996,Electronics_Product,Electronics
728,Electronics_Product,Electronics
509,Clothing_Product,Clothing
382,Clothing_Product,Clothing
572,Electronics_Product,Electronics
22,Clothing_Product,Clothing
663,Toys_Product,Toys
937,Decorations_Product,Decorations
307,Food_Product,Food
441,Food_Product,Food
198,Food_Product,Food
640,Clothing_Product,Clothing
79,Toys_Product,Toys
988,Toys_Product,Toys
569,Toys_Product,Toys
77,Clothing_Product,Clothing
473,Food_Product,Food
542,Decorations_Product,Decorations
590,Food_Product,Food
741,Clothing_Product,Clothing
509,Food_Product,Food
457,Electronics_Product,Electronics
839,Food_Product,Food
234,Toys_Product,Toys
265,Toys_Product,Toys
668,Electronics_Product,Electronics
682,Food_Product,Food
326,Electronics_Product,Electronics
285,Electronics_Product,Electronics
649,Clothing_Product,Clothing
212,Food_Product,Food
827,Electronics_Product,Electronics
301,Clothing_Product,Clothing
383,Decorations_Product,Decorations
890,Toys_Product,Toys
541,Decorations_Product,Decorations
746,Clothing_Product,Clothing
981,Toys_Product,Toys
579,Electronics_Product,Electronics
504,Toys_Product,Toys
705,Food_Product,Food
433,Clothing_Product,Clothing
49,Toys_Product,Toys
981,Food_Product,Food
335,Food_Product,Food
502,Electronics_Product,Electronics
473,Clothing_Product,Clothing
785,Electronics_Product,Electronics
392,Electronics_Product,Electronics
793,Toys_Product,Toys
51,Toys_Product,Toys
891,Electronics_Product,Electronics
234,Food_Product,Food
600,Electronics_Product,Electronics
388,Clothing_Product,Clothing
755,Decorations_Product,Decorations
666,Clothing_Product,Clothing
470,Food_Product,Food
468,Electronics_Product,Electronics
437,Decorations_Product,Decorations
232,Decorations_Product,Decorations
899,Toys_Product,Toys
525,Electronics_Product,Electronics
799,Clothing_Product,Clothing
889,Clothing_Product,Clothing
434,Electronics_Product,Electronics
797,Decorations_Product,Decorations
846,Decorations_Product,Decorations
416,Decorations_Product,Decorations
868,Decorations_Product,Decorations
568,Clothing_Product,Clothing
793,Decorations_Product,Decorations
189,Decorations_Product,Decorations
963,Toys_Product,Toys
556,Food_Product,Food
59,Electronics_Product,Electronics
107,Toys_Product,Toys
863,Toys_Product,Toys
159,Decorations_Product,Decorations
797,Toys_Product,Toys
407,Decorations_Product,Decorations
229,Toys_Product,Toys
424,Food_Product,Food
129,Electronics_Product,Electronics
129,Decorations_Product,Decorations
615,Food_Product,Food
394,Electronics_Product,Electronics
321,Clothing_Product,Clothing
385,Clothing_Product,Clothing
947,Food_Product,Food
580,Toys_Product,Toys
523,Decorations_Product,Decorations
410,Decorations_Product,Decorations
416,Clothing_Product,Clothing
733,Toys_Product,Toys
472,Clothing_Product,Clothing
281,Decorations_Product,Decorations
267,Electronics_Product,Electronics
557,Toys_Product,Toys
263,Toys_Product,Toys
750,Electronics_Product,Electronics
126,Clothing_Product,Clothing
625,Food_Product,Food
765,Decorations_Product,Decorations
481,Decorations_Product,Decorations
24,Food_Product,Food
759,Food_Product,Food
112,Clothing_Product,Clothing
285,Food_Product,Food
912,Toys_Product,Toys
9,Food_Product,Food
899,Clothing_Product,Clothing
786,Electronics_Product,Electronics
213,Electronics_Product,Electronics
89,Decorations_Product,Decorations
477,Clothing_Product,Clothing
653,Electronics_Product,Electronics
141,Decorations_Product,Decorations
41,Toys_Product,Toys
889,Electronics_Product,Electronics
909,Electronics_Product,Electronics
211,Decorations_Product,Decorations
325,Clothing_Product,Clothing
781,Electronics_Product,Electronics
938,Food_Product,Food
127,Clothing_Product,Clothing
607,Electronics_Product,Electronics
753,Clothing_Product,Clothing
187,Decorations_Product,Decorations
71,Decorations_Product,Decorations
440,Toys_Product,Toys
250,Clothing_Product,Clothing
5,Toys_Product,Toys
212,Toys_Product,Toys
196,Food_Product,Food
154,Decorations_Product,Decorations
762,Clothing_Product,Clothing
871,Clothing_Product,Clothing
560,Food_Product,Food
431,Decorations_Product,Decorations
30,Toys_Product,Toys
88,Toys_Product,Toys
31,Decorations_Product,Decorations
338,Clothing_Product,Clothing
217,Toys_Product,Toys
186,Decorations_Product,Decorations
763,Electronics_Product,Electronics
287,Food_Product,Food
287,Electronics_Product,Electronics
748,Clothing_Product,Clothing
137,Food_Product,Food
183,Electronics_Product,Electronics
667,Clothing_Product,Clothing
742,Decorations_Product,Decorations
701,Electronics_Product,Electronics
801,Decorations_Product,Decorations
718,Toys_Product,Toys
238,Decorations_Product,Decorations
334,Toys_Product,Toys
506,Electronics_Product,Electronics
301,Toys_Product,Toys
150,Decorations_Product,Decorations
474,Electronics_Product,Electronics
204,Toys_Product,Toys
996,Electronics_Product,Electronics
782,Clothing_Product,Clothing
504,Clothing_Product,Clothing
904,Decorations_Product,Decorations
601,Clothing_Product,Clothing
595,Toys_Product,Toys
418,Clothing_Product,Clothing
54,Clothing_Product,Clothing
710,Decorations_Product,Decorations
1,Clothing_Product,Clothing
595,Clothing_Product,Clothing
398,Electronics_Product,Electronics
264,Electronics_Product,Electronics
379,Clothing_Product,Clothing
943,Electronics_Product,Electronics
616,Clothing_Product,Clothing
889,Electronics_Product,Electronics
74,Toys_Product,Toys
553,Electronics_Product,Electronics
708,Toys_Product,Toys
474,Clothing_Product,Clothing
86,Electronics_Product,Electronics
776,Clothing_Product,Clothing
279,Decorations_Product,Decorations
942,Electronics_Product,Electronics
451,Food_Product,Food
507,Clothing_Product,Clothing
257,Electronics_Product,Electronics
539,Toys_Product,Toys
828,Food_Product,Food
799,Toys_Product,Toys
250,Decorations_Product,Decorations
487,Clothing_Product,Clothing
748,Food_Product,Food
267,Toys_Product,Toys
278,Electronics_Product,Electronics
265,Electronics_Product,Electronics
493,Electronics_Product,Electronics
644,Decorations_Product,Decorations
955,Toys_Product,Toys
371,Toys_Product,Toys
56,Electronics_Product,Electronics
227,Food_Product,Food
113,Electronics_Product,Electronics
489,Clothing_Product,Clothing
859,Food_Product,Food
33,Toys_Product,Toys
822,Decorations_Product,Decorations
663,Electronics_Product,Electronics
10,Decorations_Product,Decorations
408,Toys_Product,Toys
526,Clothing_Product,Clothing
121,Food_Product,Food
777,Clothing_Product,Clothing
162,Food_Product,Food
212,Clothing_Product,Clothing
64,Decorations_Product,Decorations
425,Food_Product,Food
914,Food_Product,Food
634,Clothing_Product,Clothing
918,Electronics_Product,Electronics
461,Food_Product,Food
592,Clothing_Product,Clothing
780,Toys_Product,Toys
802,Decorations_Product,Decorations
778,Clothing_Product,Clothing
180,Clothing_Product,Clothing
302,Toys_Product,Toys
126,Toys_Product,Toys
502,Food_Product,Food
114,Food_Product,Food
116,Electronics_Product,Electronics
270,Clothing_Product,Clothing
612,Clothing_Product,Clothing
586,Decorations_Product,Decorations
209,Clothing_Product,Clothing
415,Electronics_Product,Electronics
129,Decorations_Product,Decorations
489,Electronics_Product,Electronics
879,Toys_Product,Toys
365,Electronics_Product,Electronics
102,Food_Product,Food
88,Toys_Product,Toys
641,Toys_Product,Toys
653,Food_Product,Food
435,Decorations_Product,Decorations
927,Clothing_Product,Clothing
106,Toys_Product,Toys
437,Toys_Product,Toys
670,Food_Product,Food
882,Decorations_Product,Decorations
740,Toys_Product,Toys
90,Toys_Product,Toys
496,Electronics_Product,Electronics
132,Electronics_Product,Electronics
544,Toys_Product,Toys
334,Clothing_Product,Clothing
904,Electronics_Product,Electronics
412,Decorations_Product,Decorations
144,Toys_Product,Toys
931,Food_Product,Food
223,Food_Product,Food
308,Decorations_Product,Decorations
856,Toys_Product,Toys
939,Food_Product,Food
147,Clothing_Product,Clothing
626,Clothing_Product,Clothing
913,Toys_Product,Toys
398,Food_Product,Food
36,Food_Product,Food
81,Toys_Product,Toys
693,Electronics_Product,Electronics
4,Clothing_Product,Clothing
180,Electronics_Product,Electronics
921,Food_Product,Food
919,Toys_Product,Toys
795,Electronics_Product,Electronics
603,Electronics_Product,Electronics
408,Decorations_Product,Decorations
981,Food_Product,Food
298,Electronics_Product,Electronics
759,Decorations_Product,Decorations
187,Food_Product,Food
746,Electronics_Product,Electronics
913,Electronics_Product,Electronics
230,Electronics_Product,Electronics
286,Food_Product,Food
868,Toys_Product,Toys
645,Electronics_Product,Electronics
555,Toys_Product,Toys
871,Clothing_Product,Clothing
836,Food_Product,Food
238,Electronics_Product,Electronics
933,Decorations_Product,Decorations
459,Clothing_Product,Clothing
301,Clothing_Product,Clothing
165,Decorations_Product,Decorations
389,Toys_Product,Toys
2,Food_Product,Food
440,Toys_Product,Toys
187,Toys_Product,Toys
875,Electronics_Product,Electronics
541,Food_Product,Food
342,Decorations_Product,Decorations
685,Food_Product,Food
677,Toys_Product,Toys
869,Clothing_Product,Clothing
189,Decorations_Product,Decorations
122,Electronics_Product,Electronics
83,Decorations_Product,Decorations
855,Decorations_Product,Decorations
939,Electronics_Product,Electronics
530,Decorations_Product,Decorations
913,Toys_Product,Toys
223,Clothing_Product,Clothing
151,Toys_Product,Toys
937,Toys_Product,Toys
19,Toys_Product,Toys
36,Electronics_Product,Electronics
180,Food_Product,Food
620,Toys_Product,Toys
201,Toys_Product,Toys
796,Toys_Product,Toys
767,Electronics_Product,Electronics
459,Decorations_Product,Decorations
866,Food_Product,Food
455,Decorations_Product,Decorations
161,Decorations_Product,Decorations
697,Decorations_Product,Decorations
869,Toys_Product,Toys
339,Food_Product,Food
133,Electronics_Product,Electronics
736,Decorations_Product,Decorations
702,Food_Product,Food
234,Electronics_Product,Electronics
944,Food_Product,Food
358,Electronics_Product,Electronics
599,Electronics_Product,Electronics
652,Electronics_Product,Electronics
629,Electronics_Product,Electronics
432,Clothing_Product,Clothing
901,Clothing_Product,Clothing
209,Decorations_Product,Decorations
522,Clothing_Product,Clothing
427,Clothing_Product,Clothing
342,Food_Product,Food
215,Toys_Product,Toys
660,Toys_Product,Toys
784,Electronics_Product,Electronics
155,Electronics_Product,Electronics
445,Clothing_Product,Clothing
419,Food_Product,Food
993,Toys_Product,Toys
409,Clothing_Product,Clothing
15,Decorations_Product,Decorations
851,Toys_Product,Toys
14,Clothing_Product,Clothing
556,Toys_Product,Toys
341,Electronics_Product,Electronics
215,Toys_Product,Toys
697,Electronics_Product,Electronics
114,Food_Product,Food
149,Electronics_Product,Electronics
840,Decorations_Product,Decorations
517,Clothing_Product,Clothing
281,Toys_Product,Toys
35,Clothing_Product,Clothing
313,Toys_Product,Toys
635,Toys_Product,Toys
145,Decorations_Product,Decorations
492,Food_Product,Food
572,Clothing_Product,Clothing
22,Clothing_Product,Clothing
252,Food_Product,Food
706,Decorations_Product,Decorations
844,Clothing_Product,Clothing
227,Decorations_Product,Decorations
194,Electronics_Product,Electronics
256,Food_Product,Food
180,Electronics_Product,Electronics
498,Electronics_Product,Electronics
193,Electronics_Product,Electronics
243,Food_Product,Food
732,Electronics_Product,Electronics
966,Food_Product,Food
590,Clothing_Product,Clothing
728,Toys_Product,Toys
735,Electronics_Product,Electronics
134,Clothing_Product,Clothing
653,Decorations_Product,Decorations
961,Decorations_Product,Decorations
528,Clothing_Product,Clothing
905,Clothing_Product,Clothing
4,Electronics_Product,Electronics
637,Decorations_Product,Decorations
305,Clothing_Product,Clothing
567,Decorations_Product,Decorations
562,Electronics_Product,Electronics
303,Electronics_Product,Electronics
1,Toys_Product,Toys
625,Toys_Product,Toys
710,Electronics_Product,Electronics
72,Electronics_Product,Electronics
946,Food_Product,Food
256,Toys_Product,Toys
937,Clothing_Product,Clothing
560,Food_Product,Food
349,Decorations_Product,Decorations
757,Toys_Product,Toys
5,Food_Product,Food
539,Clothing_Product,Clothing
67,Electronics_Product,Electronics
691,Toys_Product,Toys
614,Toys_Product,Toys
379,Clothing_Product,Clothing
938,Electronics_Product,Electronics
113,Food_Product,Food
671,Clothing_Product,Clothing
417,Toys_Product,Toys
548,Food_Product,Food
721,Decorations_Product,Decorations
277,Food_Product,Food
274,Decorations_Product,Decorations
53,Electronics_Product,Electronics
373,Food_Product,Food
520,Food_Product,Food
357,Electronics_Product,Electronics
607,Decorations_Product,Decorations
245,Clothing_Product,Clothing
738,Electronics_Product,Electronics
699,Electronics_Product,Electronics
13,Toys_Product,Toys
265,Toys_Product,Toys
648,Food_Product,Food
948,Clothing_Product,Clothing
6,Food_Product,Food
416,Decorations_Product,Decorations
380,Decorations_Product,Decorations
95,Electronics_Product,Electronics
491,Decorations_Product,Decorations
606,Decorations_Product,Decorations
82,Clothing_Product,Clothing
684,Toys_Product,Toys
43,Clothing_Product,Clothing
132,Decorations_Product,Decorations
467,Clothing_Product,Clothing
423,Food_Product,Food
219,Clothing_Product,Clothing
897,Food_Product,Food
178,Food_Product,Food
236,Food_Product,Food
830,Electronics_Product,Electronics
733,Decorations_Product,Decorations
585,Electronics_Product,Electronics
155,Clothing_Product,Clothing
508,Decorations_Product,Decorations
519,Toys_Product,Toys
718,Clothing_Product,Clothing
165,Food_Product,Food
172,Food_Product,Food
582,Toys_Product,Toys
677,Food_Product,Food
286,Food_Product,Food
935,Toys_Product,Toys
675,Toys_Product,Toys
241,Food_Product,Food
365,Toys_Product,Toys
730,Toys_Product,Toys
432,Clothing_Product,Clothing
705,Clothing_Product,Clothing
395,Toys_Product,Toys
529,Food_Product,Food
970,Food_Product,Food
156,Electronics_Product,Electronics
548,Decorations_Product,Decorations
403,Toys_Product,Toys
430,Toys_Product,Toys
399,Electronics_Product,Electronics
563,Toys_Product,Toys
948,Clothing_Product,Clothing
914,Food_Product,Food
764,Toys_Product,Toys
823,Food_Product,Food
512,Electronics_Product,Electronics
309,Clothing_Product,Clothing
322,Clothing_Product,Clothing
588,Food_Product,Food
163,Food_Product,Food
128,Toys_Product,Toys
984,Toys_Product,Toys
700,Clothing_Product,Clothing
374,Clothing_Product,Clothing
497,Toys_Product,Toys
639,Electronics_Product,Electronics
635,Clothing_Product,Clothing
286,Decorations_Product,Decorations
396,Decorations_Product,Decorations
690,Food_Product,Food
842,Toys_Product,Toys
975,Food_Product,Food
470,Electronics_Product,Electronics
592,Food_Product,Food
347,Decorations_Product,Decorations
292,Food_Product,Food
919,Toys_Product,Toys
387,Toys_Product,Toys
422,Food_Product,Food
712,Clothing_Product,Clothing
385,Decorations_Product,Decorations
867,Toys_Product,Toys
336,Toys_Product,Toys
381,Toys_Product,Toys
102,Food_Product,Food
544,Food_Product,Food
628,Clothing_Product,Clothing
439,Decorations_Product,Decorations
228,Toys_Product,Toys
606,Food_Product,Food
579,Decorations_Product,Decorations
955,Toys_Product,Toys
576,Electronics_Product,Electronics
992,Toys_Product,Toys
988,Electronics_Product,Electronics
560,Decorations_Product,Decorations
390,Food_Product,Food
475,Toys_Product,Toys
329,Clothing_Product,Clothing
776,Decorations_Product,Decorations
690,Clothing_Product,Clothing
802,Decorations_Product,Decorations
918,Electronics_Product,Electronics
280,Decorations_Product,Decorations
375,Electronics_Product,Electronics
944,Food_Product,Food
360,Clothing_Product,Clothing
972,Clothing_Product,Clothing
367,Decorations_Product,Decorations
129,Electronics_Product,Electronics
447,Food_Product,Food
808,Electronics_Product,Electronics
602,Electronics_Product,Electronics
279,Electronics_Product,Electronics
837,Electronics_Product,Electronics
592,Decorations_Product,Decorations
350,Clothing_Product,Clothing
366,Decorations_Product,Decorations
664,Clothing_Product,Clothing
743,Toys_Product,Toys
553,Toys_Product,Toys
184,Electronics_Product,Electronics
523,Toys_Product,Toys
124,Decorations_Product,Decorations
656,Clothing_Product,Clothing
388,Electronics_Product,Electronics
53,Decorations_Product,Decorations
47,Electronics_Product,Electronics
344,Electronics_Product,Electronics
280,Decorations_Product,Decorations
462,Food_Product,Food
165,Food_Product,Food
550,Clothing_Product,Clothing
643,Toys_Product,Toys
793,Food_Product,Food
370,Clothing_Product,Clothing
97,Food_Product,Food
978,Electronics_Product,Electronics
678,Toys_Product,Toys
587,Clothing_Product,Clothing
978,Electronics_Product,Electronics
642,Toys_Product,Toys
62,Decorations_Product,Decorations
132,Decorations_Product,Decorations
721,Electronics_Product,Electronics
147,Clothing_Product,Clothing
695,Food_Product,Food
334,Food_Product,Food
312,Clothing_Product,Clothing
613,Decorations_Product,Decorations
16,Decorations_Product,Decorations
525,Electronics_Product,Electronics
503,Electronics_Product,Electronics
78,Food_Product,Food
823,Food_Product,Food
725,Decorations_Product,Decorations
378,Food_Product,Food
281,Clothing_Product,Clothing
647,Clothing_Product,Clothing
802,Toys_Product,Toys
876,Electronics_Product,Electronics
411,Toys_Product,Toys
586,Food_Product,Food
66,Electronics_Product,Electronics
210,Decorations_Product,Decorations
465,Clothing_Product,Clothing
518,Decorations_Product,Decorations
204,Electronics_Product,Electronics
849,Food_Product,Food
223,Clothing_Product,Clothing
805,Electronics_Product,Electronics
381,Electronics_Product,Electronics
609,Electronics_Product,Electronics
749,Food_Product,Food
336,Toys_Product,Toys
986,Electronics_Product,Electronics
887,Electronics_Product,Electronics
731,Electronics_Product,Electronics
328,Toys_Product,Toys
911,Toys_Product,Toys
233,Decorations_Product,Decorations
836,Clothing_Product,Clothing
203,Electronics_Product,Electronics
812,Electronics_Product,Electronics
495,Decorations_Product,Decorations
322,Clothing_Product,Clothing
283,Toys_Product,Toys
401,Toys_Product,Toys
616,Decorations_Product,Decorations
924,Food_Product,Food
730,Electronics_Product,Electronics
698,Toys_Product,Toys
841,Food_Product,Food
917,Electronics_Product,Electronics
900,Clothing_Product,Clothing
506,Clothing_Product,Clothing
603,Toys_Product,Toys
957,Electronics_Product,Electronics
397,Food_Product,Food
97,Decorations_Product,Decorations
78,Decorations_Product,Decorations
918,Electronics_Product,Electronics
25,Clothing_Product,Clothing
523,Food_Product,Food
